1.909893825253878852e-01,9.718968800606720970e-01,-1.378039392715261435e+00,-2.170716558261259088e+00,-1.327577723750750671e+00
-3.101102050186117953e+00,7.965300465923964846e-02,-5.444516388582576916e+00,-3.885738907854848545e+00,-1.161153723511988201e+00
-1.500445871766499017e+00,-1.822073412918173929e+00,-4.657216739238170256e+00,-1.149257676632371883e+00,1.549042701012979736e-02
7.637116961239479584e-01,-7.195825288919210916e-01,-6.979804363757542429e-01,1.311909124717927977e+00,-7.781255092749161939e-02
-2.347083530898931292e-01,9.090843511448837289e-01,2.683965272226461751e-01,-1.186279714180790590e+00,-2.438125277594447027e-01
-6.505362566391645895e-01,4.090337479432798462e-02,-1.222755484649710844e+00,8.610272140519148465e-02,-5.493916544793306933e-01
-4.812041304243177553e-01,-5.414082518307306718e-02,-3.380475927936894998e+00,-2.087538918698424339e+00,-1.071939093096114792e+00
1.378999165223086187e+00,1.991579231719480703e+00,3.236104467398233986e+00,1.249889631239309962e+00,-7.604792504585707880e-01
1.149149627449575384e+00,2.447722684873556709e+00,6.358939630261414067e+00,5.466634337208732930e+00,2.956910606327896041e+00
-1.279924750295982072e+00,-4.120591440739768824e-02,-2.123836478500765956e+00,-5.869174033804205326e-01,-6.086315541210893798e-01
4.762566787303312288e-01,2.148739877044099522e+00,5.312628743685427146e+00,1.703088423387824069e+00,1.463929570378415201e+00
-7.654282211640787148e-01,-2.216180152424906957e+00,-6.899504881173253779e+00,9.763647769323324788e-02,-5.709662954598044848e-01
3.908900438226327267e+00,-2.277861596876878281e+00,2.512482663724886933e+00,5.040460347992550716e+00,1.327784884508351748e+00
-1.202030154329040368e+00,9.638733868036823971e-01,2.833330773631084654e+00,7.126744521351093820e-01,1.197706241784619818e+00
-5.085902107539299610e-01,-2.912124907594648704e-01,2.035263523289514431e-01,-5.117125137233650978e-02,4.383223864314517715e-01
-5.672046579888798679e-01,6.436208865346532138e-01,-1.146996811580511366e+00,-1.334093183483656908e+00,-6.235329236289002264e-01
-7.137593356388295396e-01,5.742322894105927888e-01,-2.421483460518426334e+00,-1.982761299059136784e+00,-1.339200708362840331e+00
2.294040969411825781e-01,-9.938673908176172411e-02,1.709808459597887520e+00,2.873158638779636398e+00,9.388297889575981658e-01
4.439176642058243472e-01,7.582985119841361144e-01,-1.275767525783933209e-01,-5.733508452705581293e-01,-1.248216676955403281e+00
-2.631437227060141826e+00,1.675521143923638934e-01,-3.265232402724413507e+00,-2.844341218286896567e+00,-1.239048181360019596e+00
-9.317552766653097729e-01,-1.703226493396783559e+00,-9.283368298587132417e-01,4.886149141885074432e-01,1.480398257054909905e+00
-2.146754989442342776e+00,2.433081480158387766e-01,1.063673758990464790e+00,1.444053842291990186e-01,1.421137938916953836e+00
2.009795815232555682e+00,2.063950117042241128e-01,2.785895279957458115e+00,1.281781535922732473e+00,3.660644439367482378e-02
4.008072063884831060e+00,2.037430270679961630e+00,5.499596128149393692e+00,2.120998260308354144e+00,-2.393353753720633137e-01
2.248828966778910310e+00,-1.254950387814782076e+00,-1.307044687234685476e+00,1.031296293846605039e+00,-6.457827692041078205e-01
5.628982917216297510e-01,1.889480732504476151e-02,4.905491640163379685e-01,4.068252453529517809e-01,3.415433769273693021e-01
1.662384516386148148e+00,-4.718219151816593904e-01,8.838208453606449799e-01,8.171564458775685269e-01,-4.705408706675718311e-01
2.711965152489722586e-01,-1.477510467231887004e-01,-2.871354563725047271e+00,-1.387914151177024769e+00,-1.470915624928453846e+00
2.693453966238207986e+00,1.844476751784875912e+00,5.030628753218653770e+00,6.673645264192440418e-01,-7.422499373163283787e-01
1.085840444492558898e+00,4.209209231287453501e-01,2.974431542860085376e-01,1.416076422485682107e+00,2.422576043208606866e-01
-3.738422676196830885e-01,-5.164410059977492251e-01,-3.441538451114079855e+00,-1.421736441297938747e+00,-1.545498652644825999e+00
-1.836399840361875757e+00,1.710196541800877434e-01,-3.961774649912829904e+00,-4.391299597732921001e+00,-9.522253093849066818e-01
-1.040437325934472579e+00,8.517125840874104625e-01,5.327619607400460033e-01,-8.152081011002505484e-01,1.193401085752188728e-01
5.102188573051200660e-01,-1.105024028522055390e+00,1.509539658222690095e+00,1.918195679613306615e+00,1.642209409642699347e+00
-1.992937558235795992e+00,-2.938596449762580498e-01,-2.322801130846001705e+00,-1.454422314913678793e+00,1.727957540909020873e-01
-3.605864721178552168e-01,1.714417271364770068e+00,5.165457713532703998e-01,7.122348662330104663e-01,3.111397270833986262e-02
2.178423141711757438e+00,9.517527419011063694e-01,5.037636320987443739e+00,3.558442497460579723e+00,1.879334427926333762e+00
4.765109254217566453e-02,-4.980542155508919239e-02,-2.147503883896650478e+00,-1.331314070429165719e+00,-1.032492803030463202e+00
3.227797097769351531e+00,-5.308072149071784152e-01,2.699316793580031071e+00,1.038213313497123647e+00,-7.122098093252742235e-01
2.352770455328038413e+00,-1.712689773436199825e-01,2.591080721603552739e+00,3.007469781316760571e+00,8.192531361602726214e-01
-4.676216641743959901e-01,-1.724277991879809457e+00,-6.906926283536354294e-01,-4.711903050255438208e-01,1.046729896913713098e+00
-2.209937656438274445e+00,1.048338417499561359e+00,7.028174781835355711e-01,-1.375637806824979936e+00,4.449341301120217085e-01
-7.810454489962673219e-02,3.792477307575661261e-01,-4.003229953356910897e+00,-3.117551108062697196e+00,-2.546484766347817175e+00
-7.816536328918129994e-01,1.537132503232356839e-01,-1.731299029743333939e-01,-1.256120689368564192e-01,7.184481961518350834e-01
6.141427765128367744e-01,-1.442297007698994049e+00,-2.720985010431557161e+00,8.723220229786461388e-01,6.488969681682634771e-01
2.624669479886461598e+00,-7.947974544989578893e-01,1.273375593359233005e+00,1.070471961728802324e+00,4.510933656287913207e-02
-1.825918188710061951e+00,5.719280869245638721e-01,5.388283265027781210e-01,-1.526328860262477605e+00,6.475131805532201579e-01
-6.319854673839822023e-01,2.864938226272591981e-01,5.716159774954008288e-01,9.045724858188008977e-01,1.368707198037885986e+00
5.403273417544326440e-01,-5.521970030066646329e-01,2.945473907981127626e-01,-1.846786419832688875e-01,4.972359452161856375e-02
1.845214775685664721e+00,5.614142913242253785e-01,2.195174303952082795e+00,1.450708039345342204e+00,-9.098880704934299013e-01
8.303084164606387985e-01,1.043610674035746921e+00,1.114511650130936005e-01,-9.801012101278656630e-01,-1.787851030281504938e+00
6.735561220245122049e-01,-7.503952136763829550e-01,-6.633513878421432031e-01,-2.731546766123179593e-01,6.200113552469317668e-02
2.185939299250233336e+00,-5.901355817845503893e-01,7.618811969519693195e-01,1.250739419428005039e+00,-6.940689133212818440e-01
8.023465021124546181e-01,-9.669935310909947290e-01,-1.899631971472005132e+00,-1.475542010366509560e-01,-5.462242345884422701e-01
-3.853162643435444346e-01,-1.284264750782581510e+00,-3.989801317167489536e+00,-1.232046333247974745e+00,-1.100905526896424069e+00
9.313295503560629907e-02,8.856307924826953837e-01,4.179429927361175245e+00,1.481313687525905864e+00,2.666461695844296043e-01
-1.149541427530834659e+00,5.669793942236849293e-01,-1.537054769320189695e-02,5.805466289289988868e-01,7.154013195218661414e-01
8.887558397767804097e-01,3.765358260786974554e-01,1.213895495307177885e+00,3.985744942392093204e-01,4.222137421843215055e-01
1.532296729044030137e+00,-1.303002734529933537e+00,-1.429203708462902345e+00,3.661771256268614994e-01,-1.088824157679677773e+00
-4.844163825139624180e+00,-1.162763773496449105e+00,-4.905885166074011039e+00,-2.936270125671135656e+00,8.643144309903781908e-01
1.980439988329176781e+00,-7.522465421246733730e-02,3.150892449151276420e+00,2.502518720875270830e+00,3.057412432837738336e-01
